timestamp;visit_id;url;region;user_id;traffic_source
1549980692;e3b0c44298;https://host.ru/3c19b4ef7371864fa3;Russia;b1613cc09f;yandex
1549980704;6e340b9cff;https://host.ru/c8d9213a31839f9a3a;Russia;4c3ec14bee;direct
1549980715;96a296d224;https://host.ru/b8b58337d272ee7b15;Russia;a8c40697fb;yandex
1549980725;709e80c884;https://host.ru/b8b58337d272ee7b15;Russia;521ac1d6a0;yandex
1549980736;df3f619804;https://host.ru/b8b58337d272ee7b15;Russia;d7323c571c;yandex
1549980742;8855508aad;https://host.ru/df646c3676cc259fa0;Russia;fc43898e47;yandex
1549980742;b0f66adc83;https://host.ru/b8b58337d272ee7b15;Russia;13fc55e781;paid
1549980754;837885c8f8;https://host.ru/108ce4b365afb7b88e;Russia;cb5082b6f6;direct
1549980760;af5570f5a1;https://host.ru/3004a8273caeef2867;China;45664f7af2;direct
1549980765;3e7077fd2f;https://host.ru/df646c3676cc259fa0;Russia;6f9de8c8b6;email
1549980777;01d448afd9;https://host.ru/a5dda93e70318570c0;India;27e76a4a80;direct
1549980785;71b6c1d538;https://host.ru/c8d9213a31839f9a3a;Ukraine;3b13701488;google
1549980789;15ec7bf0b5;https://host.ru/8e88d4703848cc0ec4;Russia;6d1d81f7f8;paid
1549980792;dd46c3eebb;https://host.ru/3004a8273caeef2867;China;7e301c8c41;direct
1549980793;e7ecebbc59;https://host.ru/05e41944dd85a900a6;Belarus;ac52dedc3b;direct
1549980797;5322fecfc9;https://host.ru/4adc8a29b212051b04;Belarus;9a45d98867;paid
1549980801;374708fff7;https://host.ru/39fa884393666d45fc;Russia;e9bd59e22d;google
1549980807;0a88111852;https://host.ru/2fcb223266880ccf57;Ukraine;a2ba8fa3db;paid
1549980814;60daa3a5f7;https://host.ru/ef57543002ce2a0f2a;Belarus;72cb10fb5c;direct
1549980816;d6fd62f5ce;https://host.ru/f1eb4601740d627ab0;Belarus;7269dcd869;direct
1549980816;de47c9b27e;https://host.ru/8fe7c39e5c598bbc54;Ukraine;2f25b6e26a;email
1549980823;c90232586b;https://host.ru/da83c74e35e7806fe0;Ukraine;a00405d70c;google
1549980827;6a4875ddac;https://host.ru/f2297425e1328e9e35;Ukraine;ea1bf97284;yandex
1549980839;015275e61f;https://host.ru/c8d9213a31839f9a3a;Russia;21bdc57777;email
1549980842;9d908ecfb6;https://host.ru/ae8a036d7f44d0bcd9;China;583b1a1636;direct
1549980844;61126de1b7;https://host.ru/060d9bdbcba66b8bb3;Russia;9de3f97d4f;direct
1549980852;659d36ca56;https://host.ru/4adc8a29b212051b04;Russia;c4bd1ae3af;paid
1549980853;ea49aa9f6f;https://host.ru/1afc5618562365020a;Russia;20e8e91ecf;email
1549980862;3addfb141c;https://host.ru/186c4d6b47dbde0e74;Russia;3f64fc1a87;yandex
1549980874;11e431c215;https://host.ru/05e41944dd85a900a6;Russia;a15f66b89b;paid
1549980877;0679246d6c;https://host.ru/da83c74e35e7806fe0;Ukraine;f8043c57c9;direct
1549980881;fd08be957b;https://host.ru/8fe7c39e5c598bbc54;Ukraine;8779289616;direct
1549980886;66687aadf8;https://host.ru/1afc5618562365020a;Ukraine;45c62a0196;direct
1549980897;7f9c9e31ac;https://host.ru/ac2d98a5a63e7c6e28;Belarus;38f45e7f9b;email
1549980903;eb142b0cae;https://host.ru/6fda01ec57f23abc9e;Russia;ffbb3278c4;yandex
1549980908;0d5535e13c;https://host.ru/8880fd00cf23066541;Russia;51baf057bb;email
1549980918;6db65fd59f;https://host.ru/39fa884393666d45fc;Belarus;3739124008;direct
1549980930;ab24a95f44;https://host.ru/1be58f19f26458f2fe;Russia;f880b1e734;direct
1549980931;762b023699;https://host.ru/8880fd00cf23066541;Belarus;00fad95415;yandex
1549980932;94c11ed3c3;https://host.ru/da83c74e35e7806fe0;Russia;1875754379;yandex
1549980934;2c34ce1df2;https://host.ru/53b1649b8344e663e9;Russia;eb865af0aa;email
1549980942;9e1736c43d;https://host.ru/3004a8273caeef2867;Russia;569ec05b11;email
1549980946;094c4931fd;https://host.ru/9010367b0b48d2f1b9;Russia;2c7e893a3f;email
1549980949;859732b973;https://host.ru/4adc8a29b212051b04;Ukraine;80f2fd30f8;email
1549980959;85759b3811;https://host.ru/ae8a036d7f44d0bcd9;Belarus;27792fbdad;direct
1549980963;8a10206341;https://host.ru/a8ce0b447c10a1deaa;Russia;fb26c7ed59;direct
1549980969;878f32f76b;https://host.ru/186c4d6b47dbde0e74;Russia;ee82681887;google
1549980972;140eda45fe;https://host.ru/39fa884393666d45fc;Russia;b655c61436;yandex
1549980984;17b0761f87;https://host.ru/b8b58337d272ee7b15;Russia;da7ff4a3a0;direct
1549980990;78877fa898;https://host.ru/53b1649b8344e663e9;India;bedc22cdfb;email
1549980996;cc2786e1f9;https://host.ru/53b1649b8344e663e9;Russia;221e61d83c;yandex
1549981001;8e8fe47e4a;https://host.ru/39fa884393666d45fc;Ukraine;8aa7273421;google
1549981001;7955cb2de9;https://host.ru/df646c3676cc259fa0;Russia;1cdb1276bd;paid
